S No ,Medicine name,Salt Code,Salt name,Product ID,Product ID to be shown as Alternative,Note if same,Image link,Brand,MRP,Selling price,Discount,MRP of cheapest ,Savings ,Cheapest,Buy now button URL,Prescription required,Top Selling,Category,Sub Category,Packaging,Description,Storage,Side Effects,Precautions,Brand Code,Manufacturer address,Marketed by,Intro,Uses,Directions,Conten 4,Conten 5,Conten 6
102645,Aeroway 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A102645,A100771,,,Metamorf Lifesciences,85,68,20%,32,62%,No,Hi. Look Aeroway 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,827,"SCF- 495 2nd floor, MOTOR MARKET MANIMAJRA, CHANDIGARH",Metamorf Lifesciences,,,,d,e,f
107611,Ascophylline 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A107611,A100771,,,Innovative Pharmaceuticals,85,68,20%,32,62%,No,Hi. Look Ascophylline 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,646,,Innovative Pharmaceuticals,,,,d,e,f
109481,Axeldox 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A109481,A100771,,,Staunch Pharmaceuticals,85,68,20%,32,62%,No,Hi. Look Axeldox 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,1123,"B-211 IBC, near Big Bazar, Piplod, Surat, Gujarat",Staunch Pharmaceuticals,,,,d,e,f
100101,A Xanthin 100 MG Tablet 10,33,ACEBROPHYLLINE (100 MG),A100101,A100771,,,Alna Biotech Private Limited,86.45,69.16,20%,32,63%,No,Hi. Look A Xanthin 100 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,112,"SCF 113, GROUND FLOOR MOTOR MARKET, MANIMAJRA CHANDIGARH Chandigarh CH 1611 IN",Alna Biotech Private Limited,,,,d,e,f
105695,Amucoe 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A105695,A100771,,,Koye Pharmaceuticals Pvt. Ltd.,86.9,69.52,20%,32,63%,No,Hi. Look Amucoe 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,"How Amucoe 1 MG Capsule 1 Works
 
Amucoe Capsule is a bronchodilator and mucolytic. It works by relaxing airway muscles and thinning and loosening mucus, making breathing easier.",,"Side effects of Amucoe 1 MG Capsule 1
 
The majority of side effects are minor and will go away as your body adjusts to the medicine. If they don't go away or you're concerned about them, see your doctor.
Adverse Effects of Amucoe Capsule 
Nausea, 
Headache, 
Vomiting, 
Upset stomach, 
Restlessness",,77,"A-1, 3rd Floor, Art Guild House, Phoenix Market City Annexe, Lal Bahadur Shastri Rd, Mumbai, 47",Koye Pharmaceuticals Pvt. Ltd.,"About Amucoe 1 MG Capsule 1
 
Amucoe  Capsule is used to treat and prevent  a sthma and chronic obstructive pulmonary disease (COPD). It works by relaxing the muscles in the air passageways, expanding them and making breathing easier.
Amucoe 1mg Capsule should be taken with food. To receive the best benefit, take it at the same time every day. What you take it for determines the dose and frequency with which you take it. Your doctor will determine how much improvement you require. You should take this medicine for the entire time that it has been recommended for you. Do not miss a single dose; if you do, take it as soon as you remember or, better yet, ignore the missing dose and continue with your usual dosing schedule. It does not function instantly or prevent previously existing breathing problems, so keep your medical inhaler on hand in case of an emergency.","Uses of Amucoe 1 MG Capsule 1
 
Amucoe Capsule is used in the treatment of Asthma 
Chronic obstructive pulmonary disease (COPD)","Directions to use Amucoe 1 MG Capsule 1
 
Follow your doctor's instructions on the dosage and duration of Amucoe Capsule . Amucoe 1mg Capsule should be consumed with food.",d,e,f
102716,Afiro 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A102716,A100771,,,Medons India,87,69.6,20%,32,63%,No,Hi. Look Afiro 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,813,"Plot – 286, Industrial Area Phase- 1, Panchkula (HARYANA)",Medons India,,,,d,e,f
104052,Allitophyline 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A104052,A100771,,,Allito Biocare,87,69.6,20%,32,63%,No,Hi. Look Allitophyline 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,18,"RAVINDRA MEDICAL AGENCY, NEAR MOVI HOSPITAL, DIST- ROPAR, CHANDIGARH ROAD, MORINDA-1411",Allito Biocare,,,,d,e,f
113937,Brolin 100 MG Capsule Sr 10,33,ACEBROPHYLLINE (100 MG),A113937,A100771,,,Bluewaterresearch,87.7,70.16,20%,32,64%,No,Hi. Look Brolin 100 MG Capsule Sr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,318,,Bluewaterresearch,,,,d,e,f
113901,Broce 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A113901,A100771,,,Arlak Biotech Pvt Ltd,88,70.4,20%,32,64%,No,Hi. Look Broce 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,18,"SCO 5-6, Wadhawa Nagar, Near Hotel Sunpark, Kalka Highway, Zirakpur, Punjab 1463",Arlak Biotech Pvt Ltd,,,,d,e,f
100195,Abby 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A100195,A100771,,,Shinto Organics (p) Limited,89,71.2,20%,32,64%,No,Hi. Look Abby 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,19,,Shinto Organics (p) Limited,,,,d,e,f
113925,Brofem 100 MG Tablet 10,33,ACEBROPHYLLINE (100 MG),A113925,A100771,,,Femgrace Formulations,89,71.2,20%,32,64%,No,Hi. Look Brofem 100 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,536,"23, 2nd Floor, Aditraj Arcade, Near Hetvi Tower,1 Feet Ring Road, Satellite, Ahmedabad, Gujarat – 3815.",Femgrace Formulations,,,,d,e,f
164151,Ventace 100 MG Tablet 10,33,ACEBROPHYLLINE (100 MG),A164151,A100771,,,Solace Biotech Ltd,89,71.2,20%,32,64%,No,Hi. Look Ventace 100 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,116,,Solace Biotech Ltd,,,,d,e,f
100599,Acebrovin 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A100599,A100771,,,Asvins Lifecare,89.9,71.92,20%,32,64%,No,Hi. Look Acebrovin 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,25,"Plot No. 233, 2nd Floor, Cabin No. 3 Sector 12-A, Rally, Panchkula- 13419, Haryana, India",Asvins Lifecare,,,,d,e,f
113587,Brace 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A113587,A100771,,,Aspire Remedies,90,72,20%,32,64%,No,Hi. Look Brace 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,189,,Aspire Remedies,,,,d,e,f
103207,Albro 100 MG Syrup 100 ML,33,ACEBROPHYLLINE (100 MG),A103207,A100771,,,Allenge India,92,73.6,20%,32,65%,No,Hi. Look Albro 100 MG Syrup 100 ML is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,13,,Allenge India,,,,d,e,f
106537,Aphyren 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A106537,A100771,,https://url.mcro.site/cache/plugins/filepreviewer/7481/54ac5c891ad268d7d756676257b5bf7aaea40c943700ce83e99cccb3d1fee7e1/280x280_middle.jpg,La Renon,92,73.6,20%,32,65%,No,Hi. Look Aphyren 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,715,,La Renon,,,,d,e,f
114001,Broncocin 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A114001,A100771,,,Nukind Healthcare,92,73.6,20%,32,65%,No,Hi. Look Broncocin 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,889,,Nukind Healthcare,,,,d,e,f
100384,Abrolin 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A100384,A100771,,,Aeon Remedies,93.6,74.88,20%,32,66%,No,Hi. Look Abrolin 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,57,,Aeon Remedies,,,,d,e,f
100677,Acedril 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A100677,A100771,,,Intra Labs,95,76,20%,32,66%,No,Hi. Look Acedril 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,658,,Intra Labs,,,,d,e,f
100987,Acethama 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A100987,A100771,,,Care Formulation Labs Pvt. Ltd.,95,76,20%,32,66%,No,Hi. Look Acethama 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,357,,Care Formulation Labs Pvt. Ltd.,,,,d,e,f
100167,Ab More 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A100167,A100771,,https://url.mcro.site/cache/plugins/filepreviewer/6362/31f0068759bbd5f197f28aae5eb4a791358c88b158b4529a72bb5e27020a41fe/280x280_middle.jpg,Morepen Laboratories Limited,156,77.8,50%,32,79%,No,Hi. Look Ab More 100 MG Capsule 10 is available at 50% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,846,,Morepen Laboratories Limited,,,,d,e,f
149210,Oxybro 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A149210,A100771,,https://url.mcro.site/cache/plugins/filepreviewer/20617/61f605814794bcda4625c17f3163faecfcae62fadbb5387040f32dda54f9a51f/280x280_middle.jpg,Cadila Pharmaceuticals Ltd,98.6,78.88,20%,32,68%,No,Hi. Look Oxybro 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,"How Oxybro 1 MG Capsule 1 Works
 
Oxybro 1 Capsule is a bronchodilator and mucolytic. It works by relaxing airway muscles and thinning and loosening mucus, making breathing easier.",,"Side effects of Oxybro 1 MG Capsule 1
 
The majority of side effects are minor and will go away as your body adjusts to the medicine. If they don't go away or you're concerned about them, see your doctor.
Adverse effects of Oxybro Capsule
Nausea
Headache
Vomiting
Upset stomach
Restlessnes",,342,"5V74+4P2, Jay Prakash Nagar, Goregaon, Mumbai, Maharashtra 463",Cadila Pharmaceuticals Ltd,"About Oxybro 1 MG Capsule 1
 
Oxybro 1 Capsule is intended to treat and prevent the symptoms of asthma and COPD (a lung disorder in which flow of air to the lung is blocked). It works by relaxing the muscles in the air passageways, expanding them and making breathing easier.
Oxybro 1 Capsule can be taken with food. To receive the best benefit, take it at the same time every day. What you take it for determines the dose and frequency with which you take it. Your doctor will determine how much improvement you require. You should take this medicine for the entire time that it has been recommended for you. Do not miss a single dose; if you do, take it as soon as you remember or, better yet, ignore the missing dose and continue with your usual dosing schedule. It does not function instantly or prevent previously existing breathing problems, so keep your medical inhaler on hand in case of an emergency.","Uses of Oxybro 1 MG Capsule 1
 
Oxybro Capsule is used in treatment of Asthma 
Chronic obstructive pulmonary disease (COPD)","Directions to use Oxybro 1 MG Capsule 1
 
Follow your doctor's instructions on the dosage and duration of this medicine. The Oxybro 1 Capsule should be consumed with food.",d,e,f
100485,Acbid 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A100485,A100771,,,Aar Ess Remedies Pvt Ltd,99,79.2,20%,32,68%,No,Hi. Look Acbid 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,9,"Aar Ess Remedies Private Limited, C-28, Sector-65, Noida-2131, Uttar Pradesh, India",Aar Ess Remedies Pvt Ltd,,,,d,e,f
100322,Abl 100 MG Tablet 10,33,ACEBROPHYLLINE (100 MG),A100322,A100771,,,Johnlee Pharmaceuticals Pvt Ltd,100,80,20%,32,68%,No,Hi. Look Abl 100 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,674,,Johnlee Pharmaceuticals Pvt Ltd,,,,d,e,f
100326,Ablung 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A100326,A100771,,https://url.mcro.site/cache/plugins/filepreviewer/6401/4bf136d68bc5f78b49331bc794c3cf6ba13317199f486da211a8c092b676d98a/280x280_middle.jpg,Cipla Ltd.,103.14,82.51,20%,32,69%,No,Hi. Look Ablung 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,384,"Cipla House, Peninsula Business Park, Ganpatrao Kadam Marg, Lower Parel, Mumbai-413",Cipla Ltd.,,,,d,e,f
100231,Abevia 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A100231,A100771,,https://url.mcro.site/cache/plugins/filepreviewer/6390/5942a717dc5a67c3fe6bca9c0ae8f184a32276bfccb0f4088c5f8eb7b549ecfb/280x280_middle.jpg,Mankind Pharmaceuticals Ltd.,104.5,83.6,20%,32,69%,No,Hi. Look Abevia 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,765,"28, Okhla Industrial Estate, Phase-III, New Delhi South Delhi DL 112 IN",Mankind Pharmaceuticals Ltd.,,,,d,e,f
100586,Acebran 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A100586,A100771,,,Ikon Remedies Pvt Ltd,105,84,20%,32,70%,No,Hi. Look Acebran 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,63,"The Primus, Amravati Rd, near Axis Bank, Wadi, Nagpur, Maharashtra 4423",Ikon Remedies Pvt Ltd,,,,d,e,f
107329,Arphylline 100 MG Syrup 100 ML,33,ACEBROPHYLLINE (100 MG),A107329,A100771,,,Ambreyo Lifesciences,105,84,20%,32,70%,No,Hi. Look Arphylline 100 MG Syrup 100 ML is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,13,"Shop No- 263/3,Ground Floor,Street No-4,Shanti Nagar, Manimanjra,Chandigarh-1611, India",Ambreyo Lifesciences,,,,d,e,f
113923,Brofar 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A113923,A100771,,,Farlex Pharmaceuticals Pvt Ltd,105,84,20%,32,70%,No,Hi. Look Brofar 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,532,,Farlex Pharmaceuticals Pvt Ltd,,,,d,e,f
114034,Brophy 100 MG Tablet 10,33,ACEBROPHYLLINE (100 MG),A114034,A100771,,,Avunu Life Sciences,105,84,20%,32,70%,No,Hi. Look Brophy 100 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,233,"Plot No. 295, Second Floor, Industrial Area Phase 2, Panchkula- 134113, Haryana, India",Avunu Life Sciences,,,,d,e,f
100601,Acebull 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A100601,A100771,,https://url.mcro.site/cache/plugins/filepreviewer/6472/1cb5f567eb2a39b3a9a5b02e36dc41bc3af61e4f85383bead815c2971de7b9a1/280x280_middle.jpg,Indiabulls Pharmaceuticals Ltd,107.69,86.15,20%,32,70%,No,Hi. Look Acebull 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,636,,Indiabulls Pharmaceuticals Ltd,,,,d,e,f
163372,Uniresp Ace 100 MG Tablet 10,33,ACEBROPHYLLINE (100 MG),A163372,A100771,,,Algen Healthcare Pvt Ltd,108,86.4,20%,32,70%,No,Hi. Look Uniresp Ace 100 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,92,"134/2, Mouza Ogli, Village Khari, Sidhoura Road Kala Amb. Dist Sirmour.H.P, Kala Amb, 1733",Algen Healthcare Pvt Ltd,,,,d,e,f
100595,Acebropac Tablet 10,33,ACEBROPHYLLINE (100 MG),A100595,A100771,,,Pacific Drugs & Chemicals,109.5,87.6,20%,32,71%,No,Hi. Look Acebropac Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,925,,Pacific Drugs & Chemicals,,,,d,e,f
114032,Brophil 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A114032,A100771,,,Plena Remedies,109.8,87.84,20%,32,71%,No,Hi. Look Brophil 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,959,,Plena Remedies,,,,d,e,f
100593,Acebromin 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A100593,A100771,,,Future Pharma Pvt Ltd,110,88,20%,32,71%,No,Hi. Look Acebromin 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,55,,Future Pharma Pvt Ltd,,,,d,e,f
102976,Airvent 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A102976,A100771,,,Chemo Biological,112.5,90,20%,32,72%,No,Hi. Look Airvent 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,376,"Chemo Biological , Chemo Biological, A-5, G. T. Karnal Road, Industrial Area, Near Azadpur Metro Station, Behind Vardhman mall Delhi - 1133, India",Chemo Biological,,,,d,e,f
100596,Acebropen 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A100596,A100771,,,Giriraj Healthcare,117,93.6,20%,32,73%,No,Hi. Look Acebropen 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,565,,Giriraj Healthcare,,,,d,e,f
102667,Afasma Capsule 10,33,ACEBROPHYLLINE (100 MG),A102667,A100771,,,Tas Med (india) Private Ltd.��,119,95.2,20%,32,73%,No,Hi. Look Afasma Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,1172,,Tas Med (india) Private Ltd.��,,,,d,e,f
106535,Aphyline 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A106535,A100771,,,Cian Health Care Pvt Ltd,123.2,98.56,20%,32,74%,No,Hi. Look Aphyline 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,382,,Cian Health Care Pvt Ltd,,,,d,e,f
106536,Aphyline 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A106536,A100771,,,Cian Health Care Pvt Ltd,123.2,98.56,20%,32,74%,No,Hi. Look Aphyline 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,382,,Cian Health Care Pvt Ltd,,,,d,e,f
140611,Macphylline 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A140611,A100771,,https://url.mcro.site/cache/plugins/filepreviewer/17448/255acf76b3862bb98c1630e9b69d13898f65c940a4fc0ee3581894a4b5d5db99/280x280_middle.jpg,Macleods Pharmaceuticals Pvt.ltd,125.5,100.4,20%,32,75%,No,Hi. Look Macphylline 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,752,,Macleods Pharmaceuticals Pvt.ltd,,,,d,e,f
100087,A Phyl 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A100087,A100771,,https://url.mcro.site/cache/plugins/filepreviewer/6348/5d081ca47618361243c3ca24c66fc8ac0bfbfcd768dbaeb92f4a630bd96582fe/280x280_middle.jpg,Franco Indian Pharmaceuticals Pvt Ltd,127,101.6,20%,32,75%,No,Hi. Look A Phyl 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,544,,Franco Indian Pharmaceuticals Pvt Ltd,,,,d,e,f
114035,Brophyle 100 MG Capsule 10,33,ACEBROPHYLLINE (100 MG),A114035,A100771,,https://url.mcro.site/cache/plugins/filepreviewer/8975/5f18c4c060e6b3ee362bd073dcb49fa2eac37e63250bdfc97de3efebf7f85818/280x280_middle.jpg,Zuventus Healthcare Ltd,128.35,102.68,20%,32,75%,No,Hi. Look Brophyle 100 MG Capsule 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,"How Brophyle 1 MG Capsule 1 Works
 
Brophyle 1 Capsule is a bronchodilator and mucolytic. It works by relaxing airway muscles and thinning and loosening mucus, making breathing easier.",,"Side effects of Brophyle 1 MG Capsule 1
 
The majority of side effects are minor and will go away as your body adjusts to Brophyle1 Capsule. If they don't go away or you're concerned about them, see your doctor.
Adverse effects of Brophyle 1 Capsule
Nausea
Headache
Vomiting
Upset stomach
Restlessnes",,138,"Oberoi Garden Estate, Sakinaka, Andheri East, Chandivali Rd, Powai, Mumbai, Maharashtra 472",Zuventus Healthcare Ltd,"About Brophyle 1 MG Capsule 1
 
Brophyle 1 Capsule is used to treat and prevent asthma and COPD symptoms (a lung disorder in which flow of air to the lung is blocked). It works by relaxing the muscles in the air passageways, expanding them and making breathing easier.
Brophyle 1 Capsule should be consumed after food.  To receive the best benefit, take it at the same time every day. What you take it for determines the dose and frequency with which you take it. Your doctor will determine how much improvement you require. You should take this medicine for the entire time that it has been recommended for you. Do not miss a single dose; if you do, take it as soon as you remember or, better yet, ignore the missing dose and continue with your usual dosing schedule. It does not function instantly or prevent previously existing breathing problems, so keep your medical inhaler on hand in case of an emergency.","Uses of Brophyle 1 MG Capsule 1
 
Brophyle 1 Capsule is used in Treatment of Asthma and
Chronic obstructive pulmonary disease (COPD)","Directions to use Brophyle 1 MG Capsule 1
 
Follow your doctor's instructions on the dosage and duration of this medicine. Brophyle 1 Capsule should be consumed after food.",d,e,f
112455,Bigbro 100 MG Tablet 10,33,ACEBROPHYLLINE (100 MG),A112455,A100771,,https://url.mcro.site/cache/plugins/filepreviewer/8573/f3733844772e40d1626f346c904cdbfc00ae0c65b925914175d2c7e3ecd9e5dc/280x280_middle.jpg,Intas Pharmaceuticals Ltd,139,111.2,20%,32,77%,No,Hi. Look Bigbro 100 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,653,,Intas Pharmaceuticals Ltd,,,,d,e,f
